,IRRs
344,0.13037267804345995
345,0.14712468395061257
346,0.14712468395061257
347,0.1644298683776802
348,0.14980300266379915
349,0.1669703865975969
350,0.1669703865975969
351,0.18469990499567088
352,0.11146354531327167
353,0.12780374968133723
354,0.12780374968133723
355,0.14468759218186922
356,0.13037267804345995
357,0.14712468395061257
358,0.14712468395061257
359,0.1644298683776802
360,0.13037267804345995
361,0.14712468395061257
362,0.14712468395061257
363,0.1644298683776802
364,0.14980300266379915
365,0.1669703865975969
366,0.1669703865975969
367,0.18469990499567088
368,0.13357829371596514
369,0.15021175869164807
370,0.15021175869164807
371,0.16740183402214878
372,0.15287886861262523
373,0.16993241868813708
374,0.16993241868813708
375,0.1875514245350023
376,0.15287886861262523
377,0.16993241868813708
378,0.16993241868813708
379,0.1875514245350023
380,0.17271325767694878
381,0.19018955318007236
382,0.19018955318007236
383,0.2082416657801852
384,0.08991380440649284
385,0.10596181968531686
386,0.10596181968531686
387,0.12254159476500087
388,0.10843590142339098
389,0.1248883987867463
390,0.1248883987867463
391,0.14188124980457129
392,0.10843590142339098
393,0.1248883987867463
394,0.1248883987867463
395,0.14188124980457129
396,0.12746774653558574
397,0.14432757330242704
398,0.14432757330242704
399,0.16173740649220722
400,0.11146354531327167
401,0.12780374968133723
402,0.12780374968133723
403,0.14468759218186922
404,0.13037267804345995
405,0.14712468395061257
406,0.14712468395061257
407,0.1644298683776802
408,0.13037267804345995
409,0.14712468395061257
410,0.14712468395061257
411,0.1644298683776802
412,0.14980300266379915
413,0.1669703865975969
414,0.1669703865975969
415,0.18469990499567088
416,0.11146354531327167
417,0.12780374968133723
418,0.12780374968133723
419,0.14468759218186922
420,0.13037267804345995
421,0.14712468395061257
422,0.14712468395061257
423,0.1644298683776802
424,0.13037267804345995
425,0.14712468395061257
426,0.14712468395061257
427,0.1644298683776802
428,0.14980300266379915
429,0.1669703865975969
430,0.1669703865975969
431,0.18469990499567088
432,0.13357829371596514
433,0.15021175869164807
434,0.15021175869164807
435,0.16740183402214878
436,0.15287886861262523
437,0.16993241868813708
438,0.16993241868813708
439,0.1875514245350023
440,0.15287886861262523
441,0.16993241868813708
442,0.16993241868813708
443,0.1875514245350023
444,0.17271325767694878
445,0.19018955318007236
446,0.19018955318007236
447,0.2082416657801852
448,0.11519797246145057
449,0.13145263581250677
450,0.13145263581250677
451,0.14825269438708927
452,0.13401672123053804
453,0.15068554811254134
454,0.15068554811254134
455,0.16790926514608215
456,0.13401672123053804
457,0.15068554811254134
458,0.15068554811254134
459,0.16790926514608215
460,0.15335917169539165
461,0.17044567618745787
462,0.17044567618745787
463,0.18809598422581927
464,0.13722650276369716
465,0.1537767261285625
466,0.1537767261285625
467,0.17088524764732352
468,0.1564390475446563
469,0.1734116418461515
470,0.1734116418461515
471,0.19095134089375085
472,0.1564390475446563
473,0.1734116418461515
474,0.1734116418461515
475,0.19095134089375085
476,0.17618783783739747
477,0.1935854079202798
478,0.1935854079202798
479,0.21156039837060267
480,0.13722650276369716
481,0.1537767261285625
482,0.1537767261285625
483,0.17088524764732352
484,0.1564390475446563
485,0.1734116418461515
486,0.1734116418461515
487,0.19095134089375085
488,0.1564390475446563
489,0.1734116418461515
490,0.1734116418461515
491,0.19095134089375085
492,0.17618783783739747
493,0.1935854079202798
494,0.1935854079202798
495,0.21156039837060267
496,0.15983735801691004
497,0.17668475975169243
498,0.17668475975169243
499,0.19410283207624182
500,0.17944879893317106
501,0.1967261221023217
502,0.1967261221023217
503,0.21458431278792645
504,0.17944879893317106
505,0.1967261221023217
506,0.1967261221023217
507,0.21458431278792645
508,0.19960852883707816
509,0.21731953061970563
510,0.21731953061970563
511,0.2356212731822124
512,0.06539204724174054
513,0.08122883490663826
514,0.08122883490663826
515,0.09758537762760144
516,0.08361576742417226
517,0.09984891861169122
518,0.09984891861169122
519,0.1166090321292276
520,0.08361576742417226
521,0.09984891861169122
522,0.09984891861169122
523,0.1166090321292276
524,0.10233689764633801
525,0.11896809850592491
526,0.11896809850592491
527,0.13613500320195096
528,0.08647123714398863
529,0.1025981076090549
530,0.1025981076090549
531,0.11925509623297322
532,0.1050764810865755
533,0.12160565427589241
534,0.12160565427589241
535,0.13867358039199623
536,0.1050764810865755
537,0.12160565427589241
538,0.12160565427589241
539,0.13867358039199623
540,0.12418916302732576
541,0.14112354231525034
542,0.14112354231525034
543,0.15860637254324578
544,0.08647123714398863
545,0.1025981076090549
546,0.1025981076090549
547,0.11925509623297322
548,0.1050764810865755
549,0.12160565427589241
550,0.12160565427589241
551,0.13867358039199623
552,0.1050764810865755
553,0.12160565427589241
554,0.12160565427589241
555,0.13867358039199623
556,0.12418916302732576
557,0.14112354231525034
558,0.14112354231525034
559,0.15860637254324578
560,0.10810027705479618
561,0.1245172295608786
562,0.1245172295608786
563,0.1414762390252383
564,0.127090402360047
565,0.14391704346900522
566,0.14391704346900522
567,0.1612953240237085
568,0.127090402360047
569,0.14391704346900522
570,0.14391704346900522
571,0.1612953240237085
572,0.14659947781724053
573,0.1638394409857691
574,0.1638394409857691
575,0.1816400387891468
576,0.08991380440649284
577,0.10596181968531686
578,0.10596181968531686
579,0.12254159476500087
580,0.10843590142339098
581,0.1248883987867463
582,0.1248883987867463
583,0.14188124980457129
584,0.10843590142339098
585,0.1248883987867463
586,0.1248883987867463
587,0.14188124980457129
588,0.12746774653558574
589,0.14432757330242704
590,0.14432757330242704
591,0.16173740649220722
592,0.11146354531327167
593,0.12780374968133723
594,0.12780374968133723
595,0.14468759218186922
596,0.13037267804345995
597,0.14712468395061257
598,0.14712468395061257
599,0.1644298683776802
600,0.13037267804345995
601,0.14712468395061257
602,0.14712468395061257
603,0.1644298683776802
604,0.14980300266379915
605,0.1669703865975969
606,0.1669703865975969
607,0.18469990499567088
608,0.11146354531327167
609,0.12780374968133723
610,0.12780374968133723
611,0.14468759218186922
612,0.13037267804345995
613,0.14712468395061257
614,0.14712468395061257
615,0.1644298683776802
616,0.13037267804345995
617,0.14712468395061257
618,0.14712468395061257
619,0.1644298683776802
620,0.14980300266379915
621,0.1669703865975969
622,0.1669703865975969
623,0.18469990499567088
624,0.13357829371596514
625,0.15021175869164807
626,0.15021175869164807
627,0.16740183402214878
628,0.15287886861262523
629,0.16993241868813708
630,0.16993241868813708
631,0.1875514245350023
632,0.15287886861262523
633,0.16993241868813708
634,0.16993241868813708
635,0.1875514245350023
636,0.17271325767694878
637,0.19018955318007236
638,0.19018955318007236
639,0.2082416657801852
640,0.08991380440649284
641,0.10596181968531686
642,0.10596181968531686
643,0.12254159476500087
644,0.10843590142339098
645,0.1248883987867463
646,0.1248883987867463
647,0.14188124980457129
648,0.10843590142339098
649,0.1248883987867463
650,0.1248883987867463
651,0.14188124980457129
652,0.12746774653558574
653,0.14432757330242704
654,0.14432757330242704
655,0.16173740649220722
656,0.11146354531327167
657,0.12780374968133723
658,0.12780374968133723
659,0.14468759218186922
660,0.13037267804345995
661,0.14712468395061257
662,0.14712468395061257
663,0.1644298683776802
664,0.13037267804345995
665,0.14712468395061257
666,0.14712468395061257
667,0.1644298683776802
668,0.14980300266379915
669,0.1669703865975969
670,0.1669703865975969
671,0.18469990499567088
672,0.11146354531327167
673,0.12780374968133723
674,0.12780374968133723
675,0.14468759218186922
676,0.13037267804345995
677,0.14712468395061257
678,0.14712468395061257
679,0.1644298683776802
680,0.13037267804345995
681,0.14712468395061257
682,0.14712468395061257
683,0.1644298683776802
684,0.14980300266379915
685,0.1669703865975969
686,0.1669703865975969
687,0.18469990499567088
688,0.13357829371596514
689,0.15021175869164807
690,0.15021175869164807
691,0.16740183402214878
692,0.15287886861262523
693,0.16993241868813708
694,0.16993241868813708
695,0.1875514245350023
696,0.15287886861262523
697,0.16993241868813708
698,0.16993241868813708
699,0.1875514245350023
700,0.17271325767694878
701,0.19018955318007236
702,0.19018955318007236
703,0.2082416657801852
704,0.11519797246145057
705,0.13145263581250677
706,0.13145263581250677
707,0.14825269438708927
708,0.13401672123053804
709,0.15068554811254134
710,0.15068554811254134
711,0.16790926514608215
712,0.13401672123053804
713,0.15068554811254134
714,0.15068554811254134
715,0.16790926514608215
716,0.15335917169539165
717,0.17044567618745787
718,0.17044567618745787
719,0.18809598422581927
720,0.13722650276369716
721,0.1537767261285625
722,0.1537767261285625
723,0.17088524764732352
724,0.1564390475446563
725,0.1734116418461515
726,0.1734116418461515
727,0.19095134089375085
728,0.1564390475446563
729,0.1734116418461515
730,0.1734116418461515
731,0.19095134089375085
732,0.17618783783739747
733,0.1935854079202798
734,0.1935854079202798
735,0.21156039837060267
736,0.13722650276369716
737,0.1537767261285625
738,0.1537767261285625
739,0.17088524764732352
740,0.1564390475446563
741,0.1734116418461515
742,0.1734116418461515
743,0.19095134089375085
744,0.1564390475446563
745,0.1734116418461515
746,0.1734116418461515
747,0.19095134089375085
748,0.17618783783739747
749,0.1935854079202798
750,0.1935854079202798
751,0.21156039837060267
752,0.15983735801691004
753,0.17668475975169243
754,0.17668475975169243
755,0.19410283207624182
756,0.17944879893317106
757,0.1967261221023217
758,0.1967261221023217
759,0.21458431278792645
760,0.17944879893317106
761,0.1967261221023217
762,0.1967261221023217
763,0.21458431278792645
764,0.19960852883707816
765,0.21731953061970563
766,0.21731953061970563
767,0.2356212731822124
768,0.09410805211550974
769,0.11011972440061865
770,0.11011972440061865
771,0.1266643393760976
772,0.11259763260709292
773,0.12901490042442876
774,0.12901490042442876
775,0.14597368172562686
776,0.11259763260709292
777,0.12901490042442876
778,0.12901490042442876
779,0.14597368172562686
780,0.13159831166428176
781,0.14842397965689721
782,0.14842397965689721
783,0.1658007890601032
784,0.11564122854201245
785,0.13194552661649045
786,0.13194552661649045
787,0.14879463198460186
788,0.13451837317341755
789,0.15123556937141552
790,0.15123556937141552
791,0.16850708938269415
792,0.13451837317341755
793,0.15123556937141552
794,0.15123556937141552
795,0.16850708938269415
796,0.15391804643526047
797,0.17105167358807571
798,0.17105167358807571
799,0.18874855814302796
800,0.11564122854201245
801,0.13194552661649045
802,0.13194552661649045
803,0.14879463198460186
804,0.13451837317341755
805,0.15123556937141552
806,0.15123556937141552
807,0.16850708938269415
808,0.13451837317341755
809,0.15123556937141552
810,0.15123556937141552
811,0.16850708938269415
812,0.15391804643526047
813,0.17105167358807571
814,0.17105167358807571
815,0.18874855814302796
816,0.13774052966634714
817,0.15433848551963872
818,0.15433848551963872
819,0.17149420641334845
820,0.15700960096098263
821,0.17402872151994922
822,0.17402872151994922
823,0.19161443122717206
824,0.15700960096098263
825,0.17402872151994922
826,0.17402872151994922
827,0.19161443122717206
828,0.17681380961225757
829,0.19425671391841928
830,0.19425671391841928
831,0.21227654478231844
832,0.11940928344278345
833,0.13562685883975797
834,0.13562685883975797
835,0.15239102069376773
836,0.1381946882476865
837,0.15482756511940723
838,0.15482756511940723
839,0.17201649971844624
840,0.1381946882476865
841,0.15482756511940723
842,0.15482756511940723
843,0.17201649971844624
844,0.15750517777816703
845,0.1745568262710562
846,0.1745568262710562
847,0.19217342362097162
848,0.1414208762917541
849,0.1579344661033252
850,0.1579344661033252
851,0.17500752932586255
852,0.1606006243180139
853,0.17753770387327197
854,0.17753770387327197
855,0.1950430423991192
856,0.1606006243180139
857,0.17753770387327197
858,0.17753770387327197
859,0.1950430423991192
860,0.18031798498915622
861,0.19768111765804108
862,0.19768111765804108
863,0.21562280103329654
864,0.1414208762917541
865,0.1579344661033252
866,0.1579344661033252
867,0.17500752932586255
868,0.1606006243180139
869,0.17753770387327197
870,0.17753770387327197
871,0.1950430423991192
872,0.1606006243180139
873,0.17753770387327197
874,0.17753770387327197
875,0.1950430423991192
876,0.18031798498915622
877,0.19768111765804108
878,0.19768111765804108
879,0.21562280103329654
880,0.1640159480909758
881,0.18082712850722277
882,0.18082712850722277
883,0.19821014147425606
884,0.1835950926438901
885,0.20083729751236581
886,0.20083729751236581
887,0.21866150920079314
888,0.1835950926438901
889,0.20083729751236581
890,0.20083729751236581
891,0.21866150920079314
892,0.20372388096367422
893,0.22140082417419046
894,0.22140082417419046
895,0.23966962572800196
896,0.11940928344278345
897,0.13562685883975797
898,0.13562685883975797
899,0.15239102069376773
900,0.1381946882476865
901,0.15482756511940723
902,0.15482756511940723
903,0.17201649971844624
904,0.1381946882476865
905,0.15482756511940723
906,0.15482756511940723
907,0.17201649971844624
908,0.15750517777816703
909,0.1745568262710562
910,0.1745568262710562
911,0.19217342362097162
912,0.1414208762917541
913,0.1579344661033252
914,0.1579344661033252
915,0.17500752932586255
916,0.1606006243180139
917,0.17753770387327197
918,0.17753770387327197
919,0.1950430423991192
920,0.1606006243180139
921,0.17753770387327197
922,0.17753770387327197
923,0.1950430423991192
924,0.18031798498915622
925,0.19768111765804108
926,0.19768111765804108
927,0.21562280103329654
928,0.1414208762917541
929,0.1579344661033252
930,0.1579344661033252
931,0.17500752932586255
932,0.1606006243180139
933,0.17753770387327197
934,0.17753770387327197
935,0.1950430423991192
936,0.1606006243180139
937,0.17753770387327197
938,0.17753770387327197
939,0.1950430423991192
940,0.18031798498915622
941,0.19768111765804108
942,0.19768111765804108
943,0.21562280103329654
944,0.1640159480909758
945,0.18082712850722277
946,0.18082712850722277
947,0.19821014147425606
948,0.1835950926438901
949,0.20083729751236581
950,0.20083729751236581
951,0.21866150920079314
952,0.1835950926438901
953,0.20083729751236581
954,0.20083729751236581
955,0.21866150920079314
956,0.20372388096367422
957,0.22140082417419046
958,0.22140082417419046
959,0.23966962572800196
960,0.14550733631520613
961,0.1619269064191375
962,0.1619269064191375
963,0.1789078450469577
964,0.16458740919675285
965,0.1814330654190517
966,0.1814330654190517
967,0.19884883477313273
968,0.16458740919675285
969,0.1814330654190517
970,0.1814330654190517
971,0.19884883477313273
972,0.18420786332533853
973,0.20148210860828458
974,0.20148210860828458
975,0.21933670952254047
976,0.16800707452868469
977,0.18472680092776222
978,0.18472680092776222
979,0.2020201832417738
980,0.1874891782704151
981,0.2046424450961411
982,0.2046424450961411
983,0.22237949746221614
984,0.1874891782704151
985,0.2046424450961411
986,0.2046424450961411
987,0.22237949746221614
988,0.20752361114996953
989,0.22511406856790284
990,0.22511406856790284
991,0.24329811985470015
992,0.16800707452868469
993,0.18472680092776222
994,0.18472680092776222
995,0.2020201832417738
996,0.1874891782704151
997,0.2046424450961411
998,0.2046424450961411
999,0.22237949746221614
1000,0.1874891782704151
1001,0.2046424450961411
1002,0.2046424450961411
1003,0.22237949746221614
1004,0.20752361114996953
1005,0.22511406856790284
1006,0.22511406856790284
1007,0.24329811985470015
1008,0.19110914759922912
1009,0.2081295219378674
1010,0.2081295219378674
1011,0.2257373780478105
1012,0.210997334055853
1013,0.22846010665082975
1014,0.22846010665082975
1015,0.24652005782798095
1016,0.210997334055853
1017,0.22846010665082975
1018,0.22846010665082975
1019,0.24652005782798095
1020,0.23145127994360823
1021,0.2493594316548561
1022,0.2493594316548561
1023,0.2678746814511514
