,0,1,2,3,4,5,6,7,8,9,10
84,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.09251,1.14714,1.08978,1.03529
85,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.09251,1.14714,1.08978,1.14427
86,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.09251,1.14714,1.2045,1.14427
87,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.09251,1.14714,1.2045,1.26472
88,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.14714,1.08978,1.03529
89,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.14714,1.08978,1.14427
90,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.14714,1.2045,1.14427
91,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.14714,1.2045,1.26472
92,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.26789,1.2045,1.14427
93,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.26789,1.2045,1.26472
94,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.26789,1.33129,1.26472
95,1.28065,1.21662,1.15579,1.098,1.1529,1.09525,1.15001,1.20752,1.26789,1.33129,1.39785
96,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.03789,0.98599,0.93669
97,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.03789,0.98599,1.03529
98,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.03789,1.08978,1.03529
99,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.03789,1.08978,1.14427
100,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.14714,1.08978,1.03529
101,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.14714,1.08978,1.14427
102,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.14714,1.2045,1.14427
103,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.09251,1.14714,1.2045,1.26472
104,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.14714,1.08978,1.03529
105,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.14714,1.08978,1.14427
106,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.14714,1.2045,1.14427
107,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.14714,1.2045,1.26472
108,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.26789,1.2045,1.14427
109,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.26789,1.2045,1.26472
110,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.26789,1.33129,1.26472
111,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.15001,1.20752,1.26789,1.33129,1.39785
112,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.14714,1.08978,1.03529
113,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.14714,1.08978,1.14427
114,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.14714,1.2045,1.14427
115,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.14714,1.2045,1.26472
116,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.26789,1.2045,1.14427
117,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.26789,1.2045,1.26472
118,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.26789,1.33129,1.26472
119,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.20752,1.26789,1.33129,1.39785
120,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.26789,1.2045,1.14427
121,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.26789,1.2045,1.26472
122,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.26789,1.33129,1.26472
123,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.26789,1.33129,1.39785
124,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.40135,1.33129,1.26472
125,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.40135,1.33129,1.39785
126,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.40135,1.47142,1.39785
127,1.28065,1.21662,1.15579,1.098,1.1529,1.21054,1.27107,1.33462,1.40135,1.47142,1.54499
128,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,0.93904,0.89209,0.84749
129,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,0.93904,0.89209,0.93669
130,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,0.93904,0.98599,0.93669
131,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,0.93904,0.98599,1.03529
132,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,1.03789,0.98599,0.93669
133,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,1.03789,0.98599,1.03529
134,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,1.03789,1.08978,1.03529
135,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,0.98847,1.03789,1.08978,1.14427
136,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.03789,0.98599,0.93669
137,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.03789,0.98599,1.03529
138,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.03789,1.08978,1.03529
139,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.03789,1.08978,1.14427
140,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.14714,1.08978,1.03529
141,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.14714,1.08978,1.14427
142,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.14714,1.2045,1.14427
143,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.04049,1.09251,1.14714,1.2045,1.26472
144,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.03789,0.98599,0.93669
145,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.03789,0.98599,1.03529
146,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.03789,1.08978,1.03529
147,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.03789,1.08978,1.14427
148,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.14714,1.08978,1.03529
149,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.14714,1.08978,1.14427
150,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.14714,1.2045,1.14427
151,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.09251,1.14714,1.2045,1.26472
152,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.14714,1.08978,1.03529
153,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.14714,1.08978,1.14427
154,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.14714,1.2045,1.14427
155,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.14714,1.2045,1.26472
156,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.26789,1.2045,1.14427
157,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.26789,1.2045,1.26472
158,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.26789,1.33129,1.26472
159,1.28065,1.21662,1.15579,1.21358,1.1529,1.09525,1.15001,1.20752,1.26789,1.33129,1.39785
160,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.03789,0.98599,0.93669
161,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.03789,0.98599,1.03529
162,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.03789,1.08978,1.03529
163,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.03789,1.08978,1.14427
164,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.14714,1.08978,1.03529
165,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.14714,1.08978,1.14427
166,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.14714,1.2045,1.14427
167,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.09251,1.14714,1.2045,1.26472
168,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.14714,1.08978,1.03529
169,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.14714,1.08978,1.14427
170,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.14714,1.2045,1.14427
171,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.14714,1.2045,1.26472
172,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.26789,1.2045,1.14427
173,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.26789,1.2045,1.26472
174,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.26789,1.33129,1.26472
175,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.15001,1.20752,1.26789,1.33129,1.39785
176,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.14714,1.08978,1.03529
177,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.14714,1.08978,1.14427
178,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.14714,1.2045,1.14427
179,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.14714,1.2045,1.26472
180,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.26789,1.2045,1.14427
181,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.26789,1.2045,1.26472
182,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.26789,1.33129,1.26472
183,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.20752,1.26789,1.33129,1.39785
184,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.26789,1.2045,1.14427
185,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.26789,1.2045,1.26472
186,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.26789,1.33129,1.26472
187,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.26789,1.33129,1.39785
188,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.40135,1.33129,1.26472
189,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.40135,1.33129,1.39785
190,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.40135,1.47142,1.39785
191,1.28065,1.21662,1.15579,1.21358,1.1529,1.21054,1.27107,1.33462,1.40135,1.47142,1.54499
192,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.03789,0.98599,0.93669
193,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.03789,0.98599,1.03529
194,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.03789,1.08978,1.03529
195,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.03789,1.08978,1.14427
196,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.14714,1.08978,1.03529
197,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.14714,1.08978,1.14427
198,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.14714,1.2045,1.14427
199,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.09251,1.14714,1.2045,1.26472
200,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.14714,1.08978,1.03529
201,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.14714,1.08978,1.14427
202,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.14714,1.2045,1.14427
203,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.14714,1.2045,1.26472
204,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.26789,1.2045,1.14427
205,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.26789,1.2045,1.26472
206,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.26789,1.33129,1.26472
207,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.15001,1.20752,1.26789,1.33129,1.39785
208,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.14714,1.08978,1.03529
209,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.14714,1.08978,1.14427
210,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.14714,1.2045,1.14427
211,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.14714,1.2045,1.26472
212,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.26789,1.2045,1.14427
213,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.26789,1.2045,1.26472
214,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.26789,1.33129,1.26472
215,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.20752,1.26789,1.33129,1.39785
216,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.26789,1.2045,1.14427
217,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.26789,1.2045,1.26472
218,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.26789,1.33129,1.26472
219,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.26789,1.33129,1.39785
220,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.40135,1.33129,1.26472
221,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.40135,1.33129,1.39785
222,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.40135,1.47142,1.39785
223,1.28065,1.21662,1.15579,1.21358,1.27425,1.21054,1.27107,1.33462,1.40135,1.47142,1.54499
224,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.14714,1.08978,1.03529
225,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.14714,1.08978,1.14427
226,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.14714,1.2045,1.14427
227,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.14714,1.2045,1.26472
228,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.26789,1.2045,1.14427
229,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.26789,1.2045,1.26472
230,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.26789,1.33129,1.26472
231,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.20752,1.26789,1.33129,1.39785
232,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.26789,1.2045,1.14427
233,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.26789,1.2045,1.26472
234,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.26789,1.33129,1.26472
235,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.26789,1.33129,1.39785
236,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.40135,1.33129,1.26472
237,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.40135,1.33129,1.39785
238,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.40135,1.47142,1.39785
239,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.27107,1.33462,1.40135,1.47142,1.54499
240,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.26789,1.2045,1.14427
241,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.26789,1.2045,1.26472
242,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.26789,1.33129,1.26472
243,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.26789,1.33129,1.39785
244,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.40135,1.33129,1.26472
245,1.28065,1.21662,1.15579,1.21358,1.27425,1.33797,1.40487,1.33462,1.40135,1.33129,1.39785
